web-scraper-order,web-scraper-start-url,detail,pagi
"1650264018-259","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月17日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院4例",""
"1650264018-852","https://wsjkw.sh.gov.cn/yqtb/index.html","上海4月8日无新增本地新冠肺炎确诊病例 新增境外输入9例 治愈出院11例",""
"1650264018-894","https://wsjkw.sh.gov.cn/yqtb/index.html","昨日12-24时，上海新增2例境外输入型新型冠状病毒肺炎确诊病例",""
"1650264018-285","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年8月23日，无新增本地新冠肺炎确诊病例 新增境外输入9例  治愈出院7例",""
"1650264018-43","https://wsjkw.sh.gov.cn/yqtb/index.html","4月6日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1650264018-698","https://wsjkw.sh.gov.cn/yqtb/index.html","上海7月15日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院1例",""
"1650264018-666","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有3例确诊病例8月11日出院",""
"1650264018-903","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有1例确诊病例3月11日出院",""
"1650264018-595","https://wsjkw.sh.gov.cn/yqtb/index.html","上海10月19日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院2例",""
"1650264018-45","https://wsjkw.sh.gov.cn/yqtb/index.html","4月5日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1650264018-492","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年1月27日，无新增本地新冠肺炎确诊病例 新增境外输入7例  治愈出院3例",""
"1650264018-103","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年2月26日，无新增本土新冠肺炎确诊病例 新增本土无症状感染者1例 新增境外输入性新冠肺炎确诊病例43例 新增境外输入性无症状感染者11例 治愈出院11例",""
"1650264018-72","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年3月23日，新增本土新冠肺炎确诊病例4例 新增本土无症状感染者979例 新增境外输入性新冠肺炎确诊病例10例 新增境外输入性无症状感染者3例 治愈出院81例  解除医学观察无症状感染者230例",""
"1650264018-673","https://wsjkw.sh.gov.cn/yqtb/index.html","上海8月4日无新增本地新冠肺炎确诊病例 新增境外输入2例",""
"1650264018-973","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增12例新型冠状病毒感染的肺炎确诊病例",""
"1650264018-898","https://wsjkw.sh.gov.cn/yqtb/index.html","昨日12-24时，上海新增4例 境外输入型新型冠状病毒肺炎确诊病例",""
"1650264018-473","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年2月16日，无新增本地新冠肺炎确诊病例 无新增境外输入病例 治愈出院8例",""
"1650264018-773","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有1例确诊病例今日出院，共计646例治愈出院",""
"1650264018-22","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年4月17日，新增本土新冠肺炎确诊病例2417例 新增本土无症状感染者19831例 新增境外输入性新冠肺炎确诊病例3例 无新增境外输入性无症状感染者",""
"1650264018-412","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年4月21日，无新增本地新冠肺炎确诊病例 新增境外输入1例",""
"1650264018-101","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年2月28日，无新增本土新冠肺炎确诊病例 新增本土无症状感染者3例 新增境外输入性新冠肺炎确诊病例40例 新增境外输入性无症状感染者12例 治愈出院12例",""
"1650264018-96","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年3月5日，无新增本土新冠肺炎确诊病例 新增本土无症状感染者28例 新增境外输入性新冠肺炎确诊病例25例 新增境外输入性无症状感染者10例 解除医学观察无症状感染者4例 治愈出院8例",""
"1650264018-652","https://wsjkw.sh.gov.cn/yqtb/index.html","上海8月23日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院10例",""
"1650264018-367","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年6月5日，无新增本地新冠肺炎确诊病例 新增境外输入7例 治愈出院3例",""
"1650264018-106","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年2月23日，无新增本土新冠肺炎确诊病例 新增境外输入性新冠肺炎确诊病例24例 新增境外输入性无症状感染者8例 治愈出院8例",""
"1650264018-84","https://wsjkw.sh.gov.cn/yqtb/index.html","“随申办”上线“居家健康监测证明”服务，部分区已可使用",""
"1650264018-481","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年2月7日，无新增本地新冠肺炎确诊病例 新增境外输入7例  治愈出院10例",""
"1650264018-451","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年3月11日，无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院1例",""
"1650264018-99","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年3月2日，新增本土新冠肺炎确诊病例3例 新增本土无症状感染者5例 新增境外输入性新冠肺炎确诊病例39例 新增境外输入性无症状感染者19例 解除医学观察无症状感染者2例 治愈出院8例",""
"1650264018-862","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有5例确诊病例今日出院，共计348例治愈出院",""
"1650264018-479","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年2月9日，无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院4例",""
"1650264018-190","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年12月4日，无新增本土新冠肺炎确诊病例 新增境外输入4例  治愈出院4例",""
"1650264018-184","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年12月9日，无新增本土新冠肺炎确诊病例 新增境外输入1例  治愈出院5例",""
"1650264018-361","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年6月11日，无新增本地新冠肺炎确诊病例 新增境外输入8例  治愈出院4例",""
"1650264018-694","https://wsjkw.sh.gov.cn/yqtb/index.html","上海7月18日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院2例",""
"1650264018-799","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有3例确诊病例今日出院，共计623例治愈出院",""
"1650264018-278","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年8月28日，无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院8例",""
"1650264018-377","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年5月26日，无新增本地新冠肺炎确诊病例 新增境外输入1例 治愈出院4例",""
"1650264018-989","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增13例新型冠状病毒感染的肺炎确诊病例",""
"1650264018-972","https://wsjkw.sh.gov.cn/yqtb/index.html","【最新】上海又有5例确诊病例今早痊愈出院，目前共30例出院",""
"1650264018-425","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年4月8日，无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院1例",""
"1650264018-260","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月16日，无新增本地新冠肺炎确诊病例 新增境外输入1例 治愈出院4例",""
"1650264018-546","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月6日无新增本地新冠肺炎确诊病例 新增境外输入7例  治愈出院3例",""
"1650264018-555","https://wsjkw.sh.gov.cn/yqtb/index.html","上海11月27日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院4例",""
"1650264018-264","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月11日，无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院9例",""
"1650264018-551","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月1日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院2例",""
"1650264018-141","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月20日，无新增本土新冠肺炎确诊病例 新增境外输入28例  治愈出院47例",""
"1650264018-49","https://wsjkw.sh.gov.cn/yqtb/index.html","4月3日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1650264018-829","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有9例确诊病例今日出院，共计530例治愈出院",""
"1650264018-60","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年3月29日，新增本土新冠肺炎确诊病例326例 新增本土无症状感染者5656例 新增境外输入性新冠肺炎确诊病例3例 新增境外输入性无症状感染者2例 治愈出院45例",""
"1650264018-919","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有8例确诊病例2月29日出院",""
"1650264018-729","https://wsjkw.sh.gov.cn/yqtb/index.html","上海6月21日无新增本地新冠肺炎确诊病例 新增境外输入3例",""
"1650264018-446","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年3月16日，无新增本地新冠肺炎确诊病例 新增境外输入1例 治愈出院4例",""
"1650264018-671","https://wsjkw.sh.gov.cn/yqtb/index.html","上海8月6日无新增本地新冠肺炎确诊病例 新增境外输入7例  治愈出院1例",""
"1650264018-570","https://wsjkw.sh.gov.cn/yqtb/index.html","上海11月13日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院3例",""
"1650264018-29","https://wsjkw.sh.gov.cn/yqtb/index.html","4月13日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1650264018-25","https://wsjkw.sh.gov.cn/yqtb/index.html","4月15日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1650264018-562","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增2例本地新冠肺炎确诊病例，正全面开展流行病学调查",""
"1650264018-797","https://wsjkw.sh.gov.cn/yqtb/index.html","上海5月8日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例",""
"1650264018-860","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有8例确诊病例今日出院，共计356例治愈出院",""
"1650264018-333","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年7月10日，无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院2例",""
"1650264018-851","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有5例确诊病例今日出院，共计422例治愈出院",""
"1650264018-196","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年11月29日，无新增本土新冠肺炎确诊病例 无新增境外输入病例  治愈出院8例",""
"1650264018-464","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年2月26日，无新增本地新冠肺炎确诊病例 新增境外输入性确诊病例1例   治愈出院7例",""
"1650264018-463","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年2月27日，无新增本地新冠肺炎确诊病例 无新增境外输入性确诊病例   治愈出院4例",""
"1650264018-793","https://wsjkw.sh.gov.cn/yqtb/index.html","上海5月10日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 新增治愈出院1例",""
"1650264018-544","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月8日无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院1例",""
"1650264018-348","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年6月24日，无新增本地新冠肺炎确诊病例 新增境外输入6例 治愈出院3例",""
"1650264018-349","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年6月23日，无新增本地新冠肺炎确诊病例 无新增境外输入病例 治愈出院17例",""
"1650264018-537","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月15日无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院4例",""
"1650264018-357","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年6月15日，无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院3例",""
"1650264018-281","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年8月26日，新增本地新冠肺炎确诊病例1例 新增境外输入7例  治愈出院6例",""
"1650264018-589","https://wsjkw.sh.gov.cn/yqtb/index.html","上海10月25日无新增本地新冠肺炎确诊病例 新增境外输入11例  治愈出院11例",""
"1650264018-470","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年2月19日，无新增本地新冠肺炎确诊病例 新增境外输入病例2例 治愈出院4例",""
"1650264018-325","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年7月18日，无新增本地新冠肺炎确诊病例 新增境外输入4例 治愈出院1例",""
"1650264018-63","https://wsjkw.sh.gov.cn/yqtb/index.html","【最新】3月27日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1650264018-565","https://wsjkw.sh.gov.cn/yqtb/index.html","上海11月18日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院8例",""
"1650264018-503","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年1月18日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院4例",""
"1650264018-234","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年10月15日，无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院4例",""
"1650264018-567","https://wsjkw.sh.gov.cn/yqtb/index.html","上海11月16日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院15例",""
"1650264018-408","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年4月25日，无新增本地新冠肺炎确诊病例 新增境外输入2例 治愈出院3例",""
"1650264018-513","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年1月8日，无新增本地新冠肺炎确诊病例 新增境外输入7例  治愈出院4例",""
"1650264018-845","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有8例确诊病例今日出院，共计446例治愈出院",""
"1650264018-887","https://wsjkw.sh.gov.cn/yqtb/index.html","上海3月19日无新增本地新冠肺炎确诊病例， 新增境外输入8例",""
"1650264018-844","https://wsjkw.sh.gov.cn/yqtb/index.html","上海4月12日无新增本地新冠肺炎确诊病例 新增境外输入11例 治愈出院8例",""
"1650264018-950","https://wsjkw.sh.gov.cn/yqtb/index.html","上海公布2月13日（0-24时）确诊病例涉及区域和场所情况",""
"1650264018-641","https://wsjkw.sh.gov.cn/yqtb/index.html","上海9月3日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院5例",""
"1650264018-378","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年5月25日，无新增本地新冠肺炎确诊病例 新增境外输入6例 治愈出院4例",""
"1650264018-38","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年4月9日，新增本土新冠肺炎确诊病例1006例 新增本土无症状感染者23937例 新增境外输入性新冠肺炎确诊病例9例 新增境外输入性无症状感染者2例 治愈出院227例",""
"1650264018-58","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年3月30日，新增本土新冠肺炎确诊病例355例 新增本土无症状感染者5298例 新增境外输入性新冠肺炎确诊病例3例 新增境外输入性无症状感染者1例 治愈出院29例",""
"1650264018-374","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年5月29日，无新增本地新冠肺炎确诊病例 新增境外输入5例 治愈出院1例",""
"1650264018-171","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年12月22日，无新增本土新冠肺炎确诊病例 新增境外输入11例 治愈出院6例",""
"1650264018-818","https://wsjkw.sh.gov.cn/yqtb/index.html","上海4月26日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院10例",""
"1650264018-75","https://wsjkw.sh.gov.cn/yqtb/index.html","3月21日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1650264018-213","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年11月12日，无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院2例",""
"1650264018-708","https://wsjkw.sh.gov.cn/yqtb/index.html","上海7月7日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院3例",""
"1650264018-64","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年3月27日，新增本土新冠肺炎确诊病例50例 新增本土无症状感染者3450例 新增境外输入性新冠肺炎确诊病例10例 新增境外输入性无症状感染者4例 治愈出院37例",""
"1650264018-896","https://wsjkw.sh.gov.cn/yqtb/index.html","昨日12-24时，上海新增1例境外输入型新型冠状病毒肺炎确诊病例",""
"1650264018-28","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年4月14日，新增本土新冠肺炎确诊病例3200例 新增本土无症状感染者19872例 无新增境外输入性新冠肺炎确诊病例 新增境外输入性无症状感染者1例 治愈出院549例  解除医学观察8071例",""
"1650264018-689","https://wsjkw.sh.gov.cn/yqtb/index.html","【最新】上海今天又有2例确诊病例痊愈出院，累计治愈出院711例",""
"1650264018-121","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年2月8日，无新增本土新冠肺炎确诊病例 新增境外输入9例  治愈出院14例 解除医学观察无症状感染者2例",""
"1650264018-780","https://wsjkw.sh.gov.cn/yqtb/index.html","市卫健委公布湖北来沪确诊病例详情，已追踪到其在本市的密切接触者21人",""
"1650264018-52","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年4月2日，新增本土新冠肺炎确诊病例438例 新增本土无症状感染者7788例 新增境外输入性新冠肺炎确诊病例6例 新增境外输入性无症状感染者1例 治愈出院31例",""
"1650264018-467","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年2月23日，无新增本地新冠肺炎确诊病例 新增境外输入病例3例  治愈出院3例",""
"1650264018-921","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有4例确诊病例2月27日出院",""
"1650264018-830","https://wsjkw.sh.gov.cn/yqtb/index.html","上海4月19日无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院5例",""
"1650264018-517","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年1月4日，无新增本地新冠肺炎确诊病例 新增境外输入6例  无治愈出院病例",""
"1650264018-616","https://wsjkw.sh.gov.cn/yqtb/index.html","上海9月28日无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院3例",""
"1650264018-937","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有16例确诊病例2月18日出院",""
"1650264018-943","https://wsjkw.sh.gov.cn/yqtb/index.html","上海公布2月15日（0-24时） 确诊病例涉及区域和场所情况",""
"1650264018-108","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年2月21日，无新增本土新冠肺炎确诊病例 新增境外输入性新冠肺炎确诊病例32例 新增境外输入性无症状感染者1例 治愈出院7例",""
"1650264018-253","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月24日，无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院3例",""
"1650264018-582","https://wsjkw.sh.gov.cn/yqtb/index.html","上海11月1日无新增本地新冠肺炎确诊病例 新增境外输入6例  治愈出院11例",""
"1650264018-668","https://wsjkw.sh.gov.cn/yqtb/index.html","上海8月9日无新增本地新冠肺炎确诊病例 新增境外输入18例  治愈出院1例",""
"1650264018-219","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年11月4日，无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院2例",""
"1650264018-405","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年4月28日，无新增本地新冠肺炎确诊病例 新增境外输入5例 治愈出院3例",""
"1650264018-263","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月12日，无新增本地新冠肺炎确诊病例 新增境外输入5例  治愈出院8例",""
"1650264018-69","https://wsjkw.sh.gov.cn/yqtb/index.html","3月24日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1650264018-123","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年2月6日，无新增本土新冠肺炎确诊病例 新增境外输入8例  治愈出院16例 解除医学观察无症状感染者1例",""
"1650264018-981","https://wsjkw.sh.gov.cn/yqtb/index.html","快讯！上海今天又有2例确诊病例痊愈出院，目前共有12例出院",""
"1650264018-251","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年9月26日，无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院7例",""
"1650264018-434","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年3月29日，无新增本地新冠肺炎确诊病例 新增境外输入3例 治愈出院1例",""
"1650264018-444","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年3月18日，无新增本地新冠肺炎确诊病例 新增境外输入5例 治愈出院1例",""
"1650264018-686","https://wsjkw.sh.gov.cn/yqtb/index.html","上海7月24日无新增本地新冠肺炎确诊病例 新增境外输入2例",""
"1650264018-112","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年2月17日，无新增本土新冠肺炎确诊病例 新增境外输入13例  治愈出院16例",""
"1650264018-62","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年3月28日，新增本土新冠肺炎确诊病例96例 新增本土无症状感染者4381例 新增境外输入性新冠肺炎确诊病例11例 新增境外输入性无症状感染者1例 治愈出院28例",""
"1650264018-223","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年10月25日，无新增本地新冠肺炎确诊病例 新增境外输入2例  治愈出院6例",""
"1650264018-302","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年8月9日，无新增本地新冠肺炎确诊病例 新增境外输入9例   治愈出院6例",""
"1650264018-957","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有1例确诊病例2月11日下午出院",""
"1650264018-593","https://wsjkw.sh.gov.cn/yqtb/index.html","上海10月21日无新增本地新冠肺炎确诊病例 新增境外输入8例  治愈出院5例",""
"1650264018-843","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有12例确诊病例今日出院，共计458例治愈出院",""
"1650264018-556","https://wsjkw.sh.gov.cn/yqtb/index.html","上海11月26日无新增本地新冠肺炎确诊病例 新增境外输入3例",""
"1650264018-490","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年1月29日，新增本地新冠肺炎确诊病例2例 新增境外输入9例  治愈出院4例",""
"1650264018-477","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年2月11日，无新增本地新冠肺炎确诊病例 新增境外输入7例  治愈出院7例",""
"1650264018-740","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有1例确诊病例今日出院，共计666例治愈出院",""
"1650264018-604","https://wsjkw.sh.gov.cn/yqtb/index.html","上海10月10日无新增本地新冠肺炎确诊病例 新增境外输入10例  治愈出院4例",""
"1650264018-971","https://wsjkw.sh.gov.cn/yqtb/index.html","上海新增8例新型冠状病毒感染的肺炎确诊病例",""
"1650264018-107","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年2月22日，无新增本土新冠肺炎确诊病例 新增境外输入性新冠肺炎确诊病例49例 新增境外输入性无症状感染者8例 治愈出院10例",""
"1650264018-30","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年4月13日，新增本土新冠肺炎确诊病例2573例 新增本土无症状感染者25146例 无新增境外输入性新冠肺炎确诊病例 新增境外输入性无症状感染者1例 治愈出院741例  解除医学观察15406例",""
"1650264018-554","https://wsjkw.sh.gov.cn/yqtb/index.html","上海11月28日无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院9例",""
"1650264018-130","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月30日，无新增本土新冠肺炎确诊病例 新增境外输入10例  治愈出院23例",""
"1650264018-220","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年11月3日，无新增本地新冠肺炎确诊病例 新增境外输入3例  治愈出院2例",""
"1650264018-890","https://wsjkw.sh.gov.cn/yqtb/index.html","上海3月17日无新增本地新冠肺炎确诊病例，新增境外输入3例",""
"1650264018-375","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年5月28日，无新增本地新冠肺炎确诊病例 新增境外输入7例  治愈出院4例",""
"1650264018-74","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年3月22日，新增本土新冠肺炎确诊病例4例 新增本土无症状感染者977例 新增境外输入性新冠肺炎确诊病例10例 新增境外输入性无症状感染者4例 治愈出院23例  解除医学观察无症状感染者79例",""
"1650264018-417","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年4月16日，无新增本地新冠肺炎确诊病例 新增境外输入3例",""
"1650264018-705","https://wsjkw.sh.gov.cn/yqtb/index.html","上海7月9日无新增本地新冠肺炎确诊病例 新增境外输入1例",""
"1650264018-946","https://wsjkw.sh.gov.cn/yqtb/index.html","上海公布2月14日（0-24时）确诊病例涉及区域和场所情况",""
"1650264018-889","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有1例确诊病例今日出院，共计326例治愈出院",""
"1650264018-95","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年3月6日，新增本土新冠肺炎确诊病例3例 新增本土无症状感染者45例 新增境外输入性新冠肺炎确诊病例32例 新增境外输入性无症状感染者16例 解除医学观察无症状感染者16例 治愈出院65例",""
"1650264018-744","https://wsjkw.sh.gov.cn/yqtb/index.html","上海6月8日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例",""
"1650264018-83","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年3月16日，新增本土新冠肺炎确诊病例8例 新增本土无症状感染者150例 新增境外输入性新冠肺炎确诊病例15例 新增境外输入性无症状感染者6例 治愈出院33例  解除医学观察无症状感染者19例",""
"1650264018-354","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年6月18日，无新增本地新冠肺炎确诊病例 新增境外输入6例 治愈出院9例",""
"1650264018-27","https://wsjkw.sh.gov.cn/yqtb/index.html","4月14日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1650264018-528","https://wsjkw.sh.gov.cn/yqtb/index.html","上海12月24日无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院5例",""
"1650264018-139","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月22日，无新增本土新冠肺炎确诊病例 新增境外输入13例  治愈出院38例",""
"1650264018-67","https://wsjkw.sh.gov.cn/yqtb/index.html","3月25日（0-24时）本市各区确诊病例、无症状感染者居住地信息",""
"1650264018-504","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年1月17日，无新增本地新冠肺炎确诊病例 新增境外输入4例  治愈出院6例",""
"1650264018-569","https://wsjkw.sh.gov.cn/yqtb/index.html","上海11月14日无新增本地新冠肺炎确诊病例 新增境外输入1例  治愈出院7例",""
"1650264018-449","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年3月13日，无新增本地新冠肺炎确诊病例 新增境外输入4例 治愈出院4例",""
"1650264018-867","https://wsjkw.sh.gov.cn/yqtb/index.html","上海今天又有3例确诊病例痊愈出院，累计341人",""
"1650264018-801","https://wsjkw.sh.gov.cn/yqtb/index.html","上海5月5日无新增本地新冠肺炎确诊病例 无新增境外输入性新冠肺炎确诊病例 治愈出院1例",""
"1650264018-105","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年2月24日，无新增本土新冠肺炎确诊病例 新增本土无症状感染者1例 新增境外输入性新冠肺炎确诊病例59例 新增境外输入性无症状感染者22例 治愈出院8例",""
"1650264018-859","https://wsjkw.sh.gov.cn/yqtb/index.html","上海4月4日无新增本地新冠肺炎确诊病例   新增境外输入2例   治愈出院8例",""
"1650264018-970","https://wsjkw.sh.gov.cn/yqtb/index.html","快讯！上海公布2月6日（0-24时）确诊病例涉及区域和场所情况",""
"1650264018-153","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年1月8日，无新增本土新冠肺炎确诊病例 新增境外输入30例  治愈出院9例",""
"1650264018-928","https://wsjkw.sh.gov.cn/yqtb/index.html","上海公布2月22日（0-24时） 确诊病例涉及区域和场所情况",""
"1650264018-913","https://wsjkw.sh.gov.cn/yqtb/index.html","上海有4例确诊病例3月4日出院",""
"1650264018-436","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2021年3月27日，无新增本地新冠肺炎确诊病例 新增境外输入2例 治愈出院1例",""
"1650264018-111","https://wsjkw.sh.gov.cn/yqtb/index.html","上海2022年2月18日，无新增本土新冠肺炎确诊病例 新增境外输入性新冠肺炎确诊病例18例 新增境外输入性无症状感染者3例 治愈出院11例",""
